query_id,config,recall@5,mrr@5,ndcg@5
test3176,config4_hybrid_rerank,0.0,0.0,0.0
test3178,config4_hybrid_rerank,0.0,0.0,0.0
test3187,config4_hybrid_rerank,0.0,0.0,0.0
test3189,config4_hybrid_rerank,0.0,0.0,0.0
test3202,config4_hybrid_rerank,0.0,0.0,0.0
test3205,config4_hybrid_rerank,0.0,0.0,0.0
test3213,config4_hybrid_rerank,0.0,0.0,0.0
test3239,config4_hybrid_rerank,0.0,0.0,0.0
test3241,config4_hybrid_rerank,0.0,0.0,0.0
test3244,config4_hybrid_rerank,0.0,0.0,0.0
test3248,config4_hybrid_rerank,0.0,0.0,0.0
test3259,config4_hybrid_rerank,0.0,0.0,0.0
test3261,config4_hybrid_rerank,0.0,0.0,0.0
test3283,config4_hybrid_rerank,0.0,0.0,0.0
test3297,config4_hybrid_rerank,0.0,0.0,0.0
test3300,config4_hybrid_rerank,0.0,0.0,0.0
test3305,config4_hybrid_rerank,0.0,0.0,0.0
test3308,config4_hybrid_rerank,0.0,0.0,0.0
test3311,config4_hybrid_rerank,0.0,0.0,0.0
test3315,config4_hybrid_rerank,0.0,0.0,0.0
test3328,config4_hybrid_rerank,0.0,0.0,0.0
test3334,config4_hybrid_rerank,0.0,0.0,0.0
test3351,config4_hybrid_rerank,0.0,0.0,0.0
test3388,config4_hybrid_rerank,0.0,0.0,0.0
test3391,config4_hybrid_rerank,0.0,0.0,0.0
test3396,config4_hybrid_rerank,0.0,0.0,0.0
test3401,config4_hybrid_rerank,0.0,0.0,0.0
test3407,config4_hybrid_rerank,0.0,0.0,0.0
test3408,config4_hybrid_rerank,0.0,0.0,0.0
test3409,config4_hybrid_rerank,0.0,0.0,0.0
test3420,config4_hybrid_rerank,0.0,0.0,0.0
test3424,config4_hybrid_rerank,0.0,0.0,0.0
test3426,config4_hybrid_rerank,0.0,0.0,0.0
test3436,config4_hybrid_rerank,0.0,0.0,0.0
test3444,config4_hybrid_rerank,0.0,0.0,0.0
test3450,config4_hybrid_rerank,0.0,0.0,0.0
